ID,Sirsi Value,Preferred Label,URI
3132dd6e-11ee-3e04-b52c-87db07e1ea32,"Anderson, G. (Arranger)","Anderson, G. (Arranger)",http://id.loc.gov/authorities/names/no2019042512
5ab5aa4f-29f7-3d03-8483-617d17b92f63,"Anderson, Mary, 1859-1940","Anderson, Mary, 1859-1940",http://id.loc.gov/authorities/names/n82225905
d5df74fc-0c4c-314f-b508-f79f81f6e1fd,"André, G.,","André, G.",
9b44e9d4-58f1-388f-b8b2-56d51c8ae47c,"André, Jean, active 1535-1552","André, Jean, active 1535-1552",http://id.loc.gov/authorities/names/nr2002038558
d4e7bb0c-aad0-3669-890b-0e7792651167,"Andrès, Henry G.","Andrès, Henry G.",
6e792183-d77f-3b77-a96c-58917d46a408,Andrew B. Graham Co.,Andrew B. Graham Co.,http://id.loc.gov/authorities/names/n88080443
07294b3b-77ed-33d5-9d9e-35298ace10af,"Andrews, E. H.","Andrews, E. H.",http://id.loc.gov/authorities/names/n85808498
3647f93b-fbc8-3839-8627-6a4348e2e76f,"Andrews, George, Esq.","Andrews, George, Esq.",http://id.loc.gov/authorities/names/no2001012371
e147a14a-a9d0-3964-9b31-ecbb7d9b5082,"Andrews, John, 1736-1809","Andrews, John, 1736-1809",http://id.loc.gov/authorities/names/n50023953
1b62f72b-5619-35ad-8cd3-1f738c11c677,"Andriveau-Goujon, J.","Andriveau-Goujon, J.",http://id.loc.gov/authorities/names/n94075156
db7bf54d-36d4-3578-83ca-ebf68ea861b4,"Androuet du Cerceau, Jacques, active 1549-1584","Androuet du Cerceau, Jacques, active 1549-1584",http://id.loc.gov/authorities/names/n87810974
c608f76b-088e-31a0-8eab-066c5fceca12,"Aneau, Barthélemy, -1561","Aneau, Barthélemy, -1561",http://id.loc.gov/authorities/names/n87890999
e4ad3fff-eef5-3ad1-8c75-ad5974f91dae,"Angelo, Henry","Angelo, Henry",http://id.loc.gov/authorities/names/nr2003019529
6ec1b464-e265-34db-a424-da31fe5ac3be,"Angier, William R. (William Rotch)","Angier, William R. (William Rotch)",http://id.loc.gov/authorities/names/no2004051658
c4334c3d-0c28-368f-ad2c-de8596426a93,"Anguera, Antonio de.","Anguera, Antonio de",http://id.loc.gov/authorities/names/n2012071514
7ec4f0e3-7209-3c2b-a94d-29ba3f171fd5,"Anthony, A. S.","Anthony, A. S.",http://id.loc.gov/authorities/names/no97068412
9b7c0c8c-3f3f-3827-a202-977f9c37200b,"Antico, Andrea, active 1517","Antico, Andrea, active 1517",http://id.loc.gov/authorities/names/n81149611
1c2690e7-f520-38b8-8703-835f94aad967,Anti-saloon League of America.,Anti-saloon League of America,http://id.loc.gov/authorities/names/n82081084
